case,event,completeTime
4101,a5,2013-05-29 15:44:03
4102,a9,2013-05-12 05:32:09
4102,a1,2013-07-14 03:23:46
4102,a1,2013-07-06 23:26:57
4102,a8,2013-05-18 15:57:54
4102,a3,2013-06-27 19:33:44
4102,a9,2013-05-03 19:46:45
4102,a4,2013-07-12 01:07:44
4102,a7,2013-06-22 01:24:03
4102,a8,2013-06-29 07:09:15
4102,a8,2013-05-22 22:58:25
4103,a2,2013-05-13 23:20:45
4103,a2,2013-06-03 22:25:51
4103,a9,2013-06-08 21:28:20
4103,a3,2013-07-03 06:48:19
4103,a5,2013-04-22 12:14:30
4103,a5,2013-05-26 22:19:10
4103,a7,2013-05-11 14:29:54
4103,a5,2013-05-18 03:46:41
4103,a2,2013-07-17 04:47:01
4103,a7,2013-07-08 14:11:06
4104,a5,2013-06-17 07:00:32
4104,a9,2013-06-19 12:06:29
4104,a1,2013-06-26 20:55:13
4104,a7,2013-04-26 07:07:31
4104,a1,2013-06-20 22:02:59
4104,a6,2013-04-28 21:49:41
4104,a1,2013-05-06 12:46:42
4104,a4,2013-06-24 04:46:41
4104,a5,2013-05-26 16:17:59
4104,a4,2013-05-10 09:10:22
4105,a5,2013-06-27 18:53:37
4105,a1,2013-07-12 13:24:30
4105,a4,2013-04-27 18:41:34
4105,a1,2013-04-20 13:57:36
4105,a5,2013-05-10 10:16:53
4105,a7,2013-07-10 00:01:16
4105,a4,2013-06-07 13:13:18
4105,a6,2013-05-21 19:40:39
4105,a9,2013-06-16 19:43:18
4105,a3,2013-05-15 15:00:42
4106,a5,2013-07-10 07:41:59
4106,a7,2013-06-17 21:32:46
4106,a3,2013-05-24 03:07:28
4106,a3,2013-04-24 17:44:36
4106,a3,2013-06-30 09:02:54
4106,a1,2013-05-28 07:52:51
4106,a6,2013-07-17 03:07:12
4106,a1,2013-07-05 20:01:11
4106,a3,2013-05-24 18:53:41
4106,a1,2013-05-28 00:14:30
4107,a8,2013-05-10 23:46:36
4107,a1,2013-06-17 13:18:27
4107,a6,2013-05-10 22:22:02
4107,a6,2013-06-26 11:22:25
4107,a3,2013-07-02 19:57:32
4107,a5,2013-05-19 15:05:26
4107,a4,2013-07-16 07:35:28
4107,a3,2013-05-16 16:39:44
4107,a1,2013-05-04 08:41:23
4107,a3,2013-05-17 17:30:26
4108,a8,2013-06-19 00:25:17
4108,a6,2013-05-23 18:57:30
4108,a6,2013-05-29 23:08:21
4108,a1,2013-06-12 09:08:21
4108,a2,2013-06-13 01:12:44
4108,a7,2013-04-21 16:09:53
4108,a6,2013-06-03 16:12:22
4108,a7,2013-05-21 00:44:44
4108,a8,2013-06-18 19:55:23
4108,a4,2013-06-30 05:54:22
4109,a5,2013-07-13 05:34:14
4109,a4,2013-07-13 04:22:25
4109,a6,2013-05-18 12:25:59
4109,a1,2013-04-23 17:59:55
4109,a4,2013-05-09 00:56:07
4109,a3,2013-06-12 15:04:53
4109,a8,2013-06-13 04:42:31
4109,a6,2013-07-01 08:58:32
4109,a6,2013-05-23 05:41:09
4109,a1,2013-05-16 23:25:21
4110,a9,2013-05-18 15:56:00
4110,a4,2013-05-18 03:42:54
4110,a1,2013-04-19 05:50:41
4110,a2,2013-06-16 04:39:24
4110,a6,2013-05-30 12:15:49
4110,a7,2013-05-02 15:40:39
4110,a4,2013-05-14 02:16:54
4110,a9,2013-06-18 19:04:34
4110,a5,2013-05-31 06:56:02
4110,a6,2013-05-27 07:51:14
4111,a8,2013-05-18 15:14:06
4111,a1,2013-04-23 22:25:12
4111,a1,2013-05-28 14:09:30
4111,a5,2013-07-14 17:52:40
4111,a7,2013-04-27 04:30:20
4111,a1,2013-04-26 20:26:31
4111,a1,2013-05-07 14:11:30
4111,a4,2013-05-22 03:33:25
4111,a6,2013-06-03 22:34:08
4111,a7,2013-05-26 06:33:33
4112,a5,2013-07-07 13:38:14
4112,a2,2013-06-14 09:15:33
4112,a7,2013-05-27 08:43:28
4112,a9,2013-04-27 22:26:44
4112,a8,2013-06-10 10:14:07
4112,a1,2013-06-03 01:02:37
4112,a3,2013-04-23 11:29:21
4112,a6,2013-06-24 04:08:38
4112,a6,2013-05-12 00:47:34
4112,a5,2013-05-07 15:46:18
4113,a4,2013-06-03 01:03:51
4113,a3,2013-05-07 22:37:06
4113,a3,2013-05-24 21:05:05
4113,a9,2013-07-13 14:25:23
4113,a7,2013-04-29 21:35:00
4113,a7,2013-06-01 14:03:44
4113,a2,2013-07-09 05:11:10
4113,a7,2013-06-21 16:06:10
4113,a2,2013-05-06 04:33:53
4113,a3,2013-04-21 20:03:35
4114,a8,2013-06-10 06:50:37
4114,a9,2013-06-14 13:53:14
4114,a5,2013-05-10 11:20:52
4114,a7,2013-06-30 17:27:29
4114,a4,2013-06-22 10:03:08
4114,a2,2013-05-11 14:30:31
4114,a8,2013-06-02 17:34:50
4114,a1,2013-05-20 23:30:19
4114,a9,2013-04-22 08:54:00
4114,a2,2013-05-28 13:28:06
4115,a4,2013-06-06 03:39:35
4115,a3,2013-05-15 18:51:44
4115,a5,2013-05-03 23:28:19
4115,a7,2013-04-16 23:04:14
4115,a1,2013-05-01 00:06:46
4115,a2,2013-06-03 22:17:23
4115,a6,2013-05-14 19:42:58
4115,a9,2013-04-24 11:09:37
4115,a1,2013-06-02 02:49:23
4115,a6,2013-06-05 21:19:17
4116,a3,2013-06-26 21:28:01
4116,a4,2013-05-14 00:28:22
4116,a1,2013-07-14 10:17:34
4116,a1,2013-05-31 22:18:13
4116,a3,2013-05-03 23:52:01
4116,a9,2013-07-02 01:17:11
4116,a3,2013-05-23 13:09:58
4116,a3,2013-06-01 20:33:25
4116,a8,2013-06-20 19:05:02
4116,a5,2013-05-18 22:06:33
4117,a3,2013-05-11 02:01:20
4117,a9,2013-06-01 17:09:35
4117,a4,2013-06-09 17:10:28
4117,a2,2013-04-22 03:06:23
4117,a2,2013-06-27 09:09:09
4117,a2,2013-06-22 14:02:05
4117,a8,2013-06-05 22:42:19
4117,a1,2013-07-04 21:56:16
4117,a3,2013-04-27 07:43:48
4117,a9,2013-06-14 16:49:44
4118,a1,2013-05-07 11:55:02
4118,a7,2013-05-19 21:24:13
4118,a2,2013-05-15 10:01:20
4118,a8,2013-07-07 13:56:07
4118,a5,2013-05-22 00:04:46
4118,a7,2013-06-02 03:28:34
4118,a5,2013-05-28 08:06:35
4118,a4,2013-06-03 05:37:58
4118,a2,2013-06-01 06:30:54
4118,a5,2013-05-18 09:54:52
4119,a1,2013-06-04 20:29:47
4119,a5,2013-06-18 09:40:34
4119,a5,2013-06-14 17:41:42
4119,a1,2013-06-29 00:28:52
4119,a6,2013-06-09 10:30:09
4119,a4,2013-04-17 22:44:30
4119,a5,2013-06-25 01:08:26
4119,a8,2013-06-12 21:46:04
4119,a2,2013-05-17 00:09:35
4119,a6,2013-06-19 17:34:17
4120,a8,2013-06-18 23:46:10
4120,a7,2013-05-11 17:45:23
4120,a3,2013-04-20 10:32:18
4120,a4,2013-05-26 10:10:41
4120,a4,2013-05-03 04:10:11
4120,a3,2013-05-15 01:32:57
4120,a7,2013-06-22 20:43:47
4120,a5,2013-04-29 06:20:49
4120,a4,2013-06-28 05:27:31
4120,a8,2013-06-23 00:17:40
4121,a2,2013-07-09 05:48:13
4121,a8,2013-04-25 00:55:38
4121,a2,2013-04-30 06:08:15
4121,a5,2013-05-30 14:00:58
4121,a9,2013-05-29 05:04:34
4121,a7,2013-05-18 21:23:13
4121,a9,2013-07-03 00:00:33
4121,a8,2013-05-06 23:26:18
4121,a5,2013-06-12 07:46:13
4121,a8,2013-06-14 12:37:01
4122,a6,2013-06-12 09:35:38
4122,a9,2013-06-01 06:40:00
4122,a7,2013-06-10 04:21:35
4122,a8,2013-04-21 21:29:53
4122,a1,2013-05-08 15:27:05
4122,a1,2013-05-25 14:27:28
4122,a7,2013-07-08 10:55:56
4122,a8,2013-06-02 05:14:52
4122,a9,2013-05-12 22:08:10
4122,a4,2013-04-22 17:51:08
4123,a8,2013-05-28 15:15:15
4123,a5,2013-06-05 22:47:31
4123,a9,2013-05-16 04:06:53
4123,a2,2013-04-28 11:54:20
4123,a6,2013-06-29 11:37:17
4123,a5,2013-05-26 11:25:54
4123,a4,2013-06-24 19:07:17
4123,a2,2013-05-13 23:17:03
4123,a6,2013-05-18 18:50:44
4123,a9,2013-06-27 03:57:29
4124,a4,2013-05-02 00:30:52
4124,a8,2013-06-12 05:34:41
4124,a6,2013-04-18 13:09:47
4124,a6,2013-07-07 06:13:24
4124,a2,2013-05-08 20:44:26
4124,a7,2013-04-24 10:29:03
4124,a7,2013-05-29 21:33:44
4124,a9,2013-07-12 19:00:06
4124,a8,2013-05-18 01:49:21
4124,a8,2013-05-09 00:48:19
4125,a3,2013-06-30 15:37:32
4125,a6,2013-05-07 08:39:13
4125,a1,2013-07-08 18:29:03
4125,a6,2013-07-14 01:44:58
4125,a2,2013-05-29 17:30:39
4125,a8,2013-07-08 12:12:53
4125,a5,2013-05-14 07:29:42
4125,a5,2013-07-15 21:06:53
4125,a2,2013-05-13 11:21:24
4125,a9,2013-06-07 16:29:11
4126,a5,2013-06-26 23:55:07
4126,a8,2013-07-01 04:00:29
4126,a7,2013-06-20 02:59:16
4126,a3,2013-05-03 05:26:50
4126,a7,2013-05-31 20:14:06
4126,a6,2013-05-10 07:02:24
4126,a8,2013-06-16 20:39:20
4126,a6,2013-05-19 03:22:17
4126,a4,2013-06-15 08:43:22
4126,a7,2013-04-29 13:05:05
4127,a5,2013-07-04 13:29:08
4127,a6,2013-07-13 14:00:27
4127,a6,2013-06-28 05:19:02
4127,a8,2013-06-02 10:08:18
4127,a8,2013-06-24 15:14:24
4127,a7,2013-04-22 02:45:48
4127,a2,2013-05-11 14:25:51
4127,a3,2013-07-04 19:34:56
4127,a8,2013-04-27 13:29:53
4127,a9,2013-05-13 05:53:11
4128,a4,2013-05-26 04:01:41
4128,a1,2013-05-23 23:42:03
4128,a6,2013-06-18 16:27:22
4128,a2,2013-05-28 00:57:01
4128,a1,2013-04-25 10:43:24
4128,a2,2013-06-13 21:43:21
4128,a6,2013-06-02 05:48:02
4128,a4,2013-06-02 20:03:04
4128,a1,2013-06-11 15:07:25
4128,a3,2013-06-20 05:17:51
4129,a2,2013-04-19 02:12:32
4129,a2,2013-06-02 23:39:07
4129,a6,2013-06-30 16:06:16
4129,a4,2013-06-17 21:53:57
4129,a4,2013-05-16 20:39:07
4129,a8,2013-07-15 23:11:24
4129,a8,2013-05-23 22:14:30
4129,a1,2013-06-12 18:07:32
4129,a5,2013-06-06 19:58:23
4129,a8,2013-05-23 05:50:10
4130,a5,2013-05-07 11:50:27
4130,a9,2013-05-19 09:01:54
4130,a3,2013-05-18 14:18:00
4130,a1,2013-07-01 10:00:10
4130,a6,2013-07-14 20:23:56
4130,a4,2013-04-20 19:11:06
4130,a4,2013-04-20 08:08:50
4130,a4,2013-07-15 05:57:41
4130,a1,2013-06-24 14:50:11
4130,a9,2013-05-10 11:45:15
4131,a3,2013-05-20 17:02:47
4131,a1,2013-05-21 23:34:11
4131,a7,2013-04-28 13:14:07
4131,a3,2013-06-30 20:36:02
4131,a9,2013-04-29 22:22:42
4131,a4,2013-05-15 14:32:37
4131,a4,2013-05-30 02:23:21
4131,a9,2013-06-08 13:18:28
4131,a3,2013-05-24 14:01:27
4131,a5,2013-05-28 23:17:01
4132,a6,2013-05-30 18:17:06
4132,a5,2013-07-04 07:23:27
4132,a4,2013-04-29 09:59:15
4132,a2,2013-07-01 11:56:01
4132,a1,2013-06-06 16:44:09
4132,a5,2013-04-17 12:32:25
4132,a9,2013-06-16 21:42:18
4132,a8,2013-06-28 05:32:45
4132,a9,2013-07-05 03:36:19
4132,a2,2013-06-05 07:06:49
4133,a5,2013-07-06 02:03:37
4133,a5,2013-06-03 15:14:54
4133,a2,2013-05-09 14:51:21
4133,a8,2013-05-03 01:06:24
4133,a6,2013-07-16 23:19:10
4133,a8,2013-06-06 04:14:35
4133,a5,2013-05-09 12:29:29
4133,a7,2013-06-29 10:29:37
4133,a3,2013-06-10 13:49:02
4133,a5,2013-05-22 21:06:39
4134,a5,2013-05-24 00:01:31
4134,a7,2013-07-05 21:31:43
4134,a1,2013-05-29 06:41:31
4134,a4,2013-05-28 04:55:18
4134,a4,2013-05-07 17:30:55
4134,a8,2013-06-24 06:23:57
4134,a4,2013-04-18 16:41:34
4134,a7,2013-05-07 03:33:46
4134,a5,2013-06-26 06:05:17
4134,a6,2013-06-19 02:38:56
4135,a7,2013-07-01 12:21:40
4135,a1,2013-06-25 00:39:35
4135,a3,2013-07-09 14:48:27
4135,a4,2013-05-08 22:42:08
4135,a3,2013-06-03 13:34:37
4135,a3,2013-06-09 06:42:33
4135,a6,2013-05-15 20:46:54
4135,a9,2013-06-24 20:35:01
4135,a8,2013-04-30 01:32:30
4135,a8,2013-06-28 03:13:57
4136,a1,2013-05-18 21:43:30
4136,a2,2013-06-22 05:40:34
4136,a2,2013-07-10 22:00:52
4136,a4,2013-04-29 22:01:16
4136,a5,2013-07-06 07:09:10
4136,a8,2013-07-09 15:05:36
4136,a2,2013-06-18 10:12:00
4136,a7,2013-05-27 19:40:12
4136,a6,2013-06-18 21:32:56
4136,a3,2013-06-09 11:41:47
4137,a7,2013-07-08 16:21:57
4137,a3,2013-04-27 08:40:04
4137,a2,2013-05-14 13:06:04
4137,a1,2013-05-27 17:03:41
4137,a1,2013-06-28 23:15:33
4137,a3,2013-06-04 15:36:39
4137,a7,2013-05-03 07:46:50
4137,a6,2013-04-23 20:54:37
4137,a8,2013-06-04 10:27:04
4137,a9,2013-07-11 00:15:50
4138,a9,2013-05-10 14:41:23
4138,a7,2013-06-28 09:03:47
4138,a4,2013-07-12 20:57:05
4138,a8,2013-04-21 14:05:12
4138,a3,2013-07-03 03:45:02
4138,a3,2013-07-03 20:26:37
4138,a8,2013-05-23 11:49:19
4138,a7,2013-06-15 21:34:05
4138,a3,2013-07-03 07:27:51
4138,a1,2013-05-10 19:16:47
4139,a5,2013-07-05 07:09:16
4139,a8,2013-07-07 07:08:41
4139,a9,2013-05-11 10:26:49
4139,a3,2013-04-17 22:12:32
4139,a6,2013-05-28 17:29:02
4139,a9,2013-04-21 23:11:23
4139,a1,2013-07-02 00:13:55
4139,a6,2013-04-22 16:44:43
4139,a8,2013-06-06 01:43:29
4139,a7,2013-06-16 20:14:42
4140,a5,2013-07-13 01:05:40
4140,a1,2013-07-04 16:03:37
4140,a5,2013-06-30 23:57:56
4140,a1,2013-06-10 19:30:17
4140,a8,2013-05-18 21:33:51
4140,a5,2013-06-11 14:27:44
4140,a6,2013-06-07 06:33:11
4140,a8,2013-07-01 11:24:14
4140,a6,2013-06-22 11:08:51
4140,a6,2013-07-13 21:27:52
4141,a2,2013-05-21 17:53:59
4141,a1,2013-07-12 04:54:12
4141,a2,2013-07-16 08:07:06
4141,a8,2013-05-15 12:35:50
4141,a3,2013-05-20 06:39:13
4141,a8,2013-05-29 00:40:48
4141,a7,2013-06-03 12:05:22
4141,a2,2013-05-10 09:20:40
4141,a5,2013-05-13 05:48:27
4141,a7,2013-05-14 05:09:02
4142,a3,2013-07-04 23:17:28
4142,a4,2013-07-05 03:35:33
4142,a1,2013-04-27 05:45:05
4142,a5,2013-05-11 00:10:58
4142,a6,2013-05-04 12:45:56
4142,a1,2013-04-28 18:51:40
4142,a4,2013-07-08 18:26:02
4142,a8,2013-07-04 07:36:04
4142,a9,2013-04-24 01:25:43
4142,a7,2013-04-18 14:41:34
4143,a8,2013-04-18 12:32:35
4143,a7,2013-05-21 08:22:32
4143,a3,2013-07-06 13:01:09
4143,a3,2013-06-27 20:47:17
4143,a2,2013-06-26 09:07:32
4143,a4,2013-05-19 22:54:45
4143,a4,2013-05-20 03:25:59
4143,a5,2013-04-25 17:26:52
4143,a9,2013-07-06 03:43:39
4143,a6,2013-04-23 09:38:00
4144,a7,2013-06-14 08:30:28
4144,a6,2013-06-12 03:00:51
4144,a3,2013-07-06 10:42:35
4144,a7,2013-04-17 21:02:54
4144,a9,2013-04-24 13:37:46
4144,a5,2013-05-01 05:01:38
4144,a5,2013-05-01 13:25:07
4144,a4,2013-04-26 11:16:49
4144,a2,2013-05-26 17:25:49
4144,a2,2013-06-30 06:33:41
4145,a7,2013-05-07 20:46:00
4145,a4,2013-06-07 15:33:46
4145,a4,2013-06-08 23:28:14
4145,a1,2013-04-25 08:01:57
4145,a1,2013-07-04 08:03:57
4145,a5,2013-06-28 10:55:45
4145,a4,2013-05-08 05:14:27
4145,a3,2013-06-18 10:58:59
4145,a3,2013-06-17 23:17:27
4145,a6,2013-04-20 10:42:16
4146,a1,2013-06-04 04:53:13
4146,a2,2013-05-29 10:03:35
4146,a5,2013-07-14 08:31:34
4146,a7,2013-05-27 13:27:42
4146,a4,2013-05-30 16:03:57
4146,a3,2013-05-03 04:46:04
4146,a9,2013-05-20 03:49:42
4146,a6,2013-04-17 04:51:58
4146,a7,2013-05-22 00:26:40
4146,a9,2013-04-16 12:48:23
4147,a7,2013-07-14 05:36:16
4147,a4,2013-04-26 04:47:32
4147,a3,2013-06-15 10:16:26
4147,a4,2013-06-07 11:52:46
4147,a2,2013-07-15 14:41:35
4147,a1,2013-06-29 03:04:09
4147,a5,2013-05-05 17:13:29
4147,a9,2013-04-28 06:42:02
4147,a3,2013-05-29 06:08:22
4147,a8,2013-06-18 16:26:07
4148,a6,2013-06-15 22:20:20
4148,a2,2013-04-16 12:56:13
4148,a5,2013-07-06 20:40:44
4148,a2,2013-06-03 18:54:22
4148,a8,2013-06-07 01:38:19
4148,a9,2013-06-22 14:17:44
4148,a5,2013-07-04 11:59:16
4148,a4,2013-06-25 12:43:46
4148,a4,2013-06-30 03:27:09
4148,a6,2013-07-16 00:14:27
4149,a9,2013-06-21 21:27:12
4149,a5,2013-05-25 12:45:31
4149,a1,2013-05-21 11:06:04
4149,a2,2013-06-30 15:58:01
4149,a3,2013-05-22 12:38:54
4149,a4,2013-06-01 01:42:24
4149,a8,2013-05-30 06:49:34
4149,a6,2013-05-22 02:50:29
4149,a9,2013-05-12 20:38:36
4149,a1,2013-04-27 15:53:00
4150,a3,2013-06-23 07:57:06
4150,a9,2013-05-08 05:50:53
4150,a2,2013-06-24 16:02:58
4150,a5,2013-05-14 13:48:40
4150,a1,2013-05-20 04:31:50
4150,a4,2013-06-18 01:57:26
4150,a5,2013-07-13 05:45:02
4150,a1,2013-04-16 10:11:22
4150,a1,2013-07-12 02:13:06
4150,a9,2013-07-11 08:09:14
4151,a2,2013-05-07 21:11:42
4151,a1,2013-07-04 03:39:51
4151,a8,2013-05-24 03:50:15
4151,a1,2013-06-23 14:28:59
4151,a2,2013-06-17 04:36:24
4151,a3,2013-06-18 07:01:23
4151,a5,2013-05-30 05:39:02
4151,a3,2013-05-22 13:14:51
4151,a7,2013-04-24 18:30:22
4151,a9,2013-04-25 11:48:09
4152,a3,2013-06-02 02:14:11
4152,a4,2013-05-15 22:06:14
4152,a8,2013-04-27 21:36:56
4152,a7,2013-06-07 13:01:37
4152,a2,2013-05-07 03:51:59
4152,a7,2013-06-19 23:43:55
4152,a1,2013-06-26 15:25:00
4152,a6,2013-06-12 04:51:55
4152,a4,2013-04-18 00:08:31
4152,a5,2013-05-11 01:21:59
4153,a8,2013-05-02 01:26:13
4153,a3,2013-04-23 12:11:17
4153,a8,2013-05-27 01:04:27
4153,a2,2013-05-30 16:06:14
4153,a4,2013-04-30 08:01:01
4153,a9,2013-07-04 05:16:02
4153,a9,2013-06-06 16:50:40
4153,a6,2013-06-01 00:53:16
4153,a6,2013-05-16 04:33:27
4153,a1,2013-07-03 08:22:32
4154,a2,2013-07-03 20:24:11
4154,a1,2013-07-16 22:16:33
4154,a8,2013-04-28 09:51:24
4154,a2,2013-05-01 12:50:03
4154,a8,2013-07-03 13:24:52
4154,a6,2013-05-27 17:48:56
4154,a7,2013-05-11 23:41:38
4154,a5,2013-06-14 05:43:26
4154,a2,2013-05-18 05:17:16
4154,a9,2013-04-26 03:10:41
4155,a2,2013-05-08 17:42:57
4155,a5,2013-05-20 07:23:11
4155,a7,2013-06-12 09:21:47
4155,a8,2013-05-02 19:36:51
4155,a5,2013-07-10 18:29:41
4155,a1,2013-04-17 12:17:55
4155,a6,2013-05-08 17:31:00
4155,a5,2013-07-10 09:34:07
4155,a8,2013-07-13 09:00:04
4155,a1,2013-04-30 15:28:47
4156,a1,2013-04-19 13:48:16
4156,a9,2013-04-23 01:18:14
4156,a3,2013-05-06 00:33:25
4156,a8,2013-07-06 17:31:19
4156,a2,2013-05-29 23:46:59
4156,a7,2013-04-24 18:00:29
4156,a4,2013-07-17 04:08:57
4156,a7,2013-05-08 18:19:21
4156,a6,2013-05-18 22:24:34
4156,a8,2013-06-20 10:35:32
4157,a7,2013-07-16 08:59:26
4157,a2,2013-04-24 07:37:36
4157,a4,2013-07-12 05:34:43
4157,a4,2013-07-04 09:20:03
4157,a3,2013-05-11 01:49:19
4157,a3,2013-06-28 10:51:20
4157,a4,2013-06-28 06:48:10
4157,a6,2013-06-18 17:31:04
4157,a4,2013-05-31 23:27:11
4157,a5,2013-07-07 20:34:06
4158,a1,2013-04-21 02:18:27
4158,a6,2013-06-20 12:17:50
4158,a3,2013-06-08 23:06:01
4158,a9,2013-06-19 18:40:19
4158,a4,2013-06-11 00:51:47
4158,a5,2013-05-25 06:24:50
4158,a3,2013-07-09 18:14:35
4158,a2,2013-06-01 15:57:31
4158,a6,2013-07-10 02:39:07
4158,a3,2013-04-20 20:58:30
4159,a6,2013-05-27 06:53:48
4159,a7,2013-04-26 12:38:21
4159,a9,2013-05-02 20:05:52
4159,a7,2013-06-13 02:05:47
4159,a7,2013-05-08 10:10:37
4159,a3,2013-04-18 04:12:35
4159,a3,2013-05-03 23:18:46
4159,a3,2013-06-24 04:32:20
4159,a7,2013-06-15 14:16:20
4159,a5,2013-05-15 03:58:48
4160,a6,2013-04-20 11:20:36
4160,a5,2013-07-16 01:45:48
4160,a1,2013-07-06 18:02:32
4160,a6,2013-05-26 12:43:03
4160,a1,2013-06-14 09:26:38
4160,a8,2013-04-22 00:11:19
4160,a1,2013-05-22 22:18:10
4160,a9,2013-04-21 03:06:50
4160,a9,2013-07-02 23:42:33
4160,a9,2013-04-22 19:40:54
4161,a3,2013-05-18 06:27:51
4161,a5,2013-07-11 03:44:39
4161,a4,2013-05-07 13:47:56
4161,a3,2013-05-24 17:53:11
4161,a2,2013-07-13 10:33:38
4161,a9,2013-04-25 12:58:02
4161,a9,2013-07-10 15:46:11
4161,a6,2013-05-10 17:40:06
4161,a6,2013-04-26 15:35:24
4161,a5,2013-05-11 15:36:17
4162,a3,2013-07-14 07:47:20
4162,a2,2013-05-29 18:57:06
4162,a9,2013-04-22 13:29:41
4162,a6,2013-06-19 21:49:35
4162,a8,2013-06-28 16:37:48
4162,a7,2013-06-21 15:57:05
4162,a2,2013-04-30 15:28:26
4162,a1,2013-04-30 04:49:30
4162,a1,2013-05-22 06:32:14
4162,a8,2013-04-26 00:36:19
4163,a8,2013-05-14 04:18:24
4163,a2,2013-05-23 23:40:10
4163,a8,2013-06-22 08:03:58
4163,a6,2013-06-14 05:58:06
4163,a8,2013-05-17 05:24:31
4163,a3,2013-05-08 11:59:48
4163,a1,2013-04-19 21:36:09
4163,a2,2013-04-20 17:32:31
4163,a7,2013-05-02 22:58:45
4163,a7,2013-06-13 02:48:11
4164,a1,2013-05-29 21:58:32
4164,a1,2013-04-21 16:51:26
4164,a9,2013-07-06 16:52:23
4164,a4,2013-06-18 21:42:26
4164,a6,2013-06-28 06:36:56
4164,a7,2013-04-30 23:03:09
4164,a3,2013-07-02 21:07:58
4164,a4,2013-06-30 17:21:42
4164,a5,2013-05-15 01:17:42
4164,a5,2013-05-18 07:17:12
4165,a6,2013-05-02 12:05:09
4165,a1,2013-05-07 00:08:14
4165,a4,2013-06-09 17:34:36
4165,a1,2013-04-19 08:28:30
4165,a5,2013-04-21 08:14:16
4165,a1,2013-05-30 18:15:51
4165,a8,2013-07-07 03:26:58
4165,a9,2013-07-15 11:22:09
4165,a8,2013-04-16 15:10:32
4165,a4,2013-07-13 02:49:51
4166,a7,2013-05-15 23:17:31
4166,a2,2013-04-22 00:25:28
4166,a2,2013-06-29 01:26:01
4166,a7,2013-07-15 02:20:33
4166,a9,2013-05-28 14:12:35
4166,a5,2013-07-08 12:06:10
4166,a4,2013-04-26 19:10:16
4166,a1,2013-06-06 07:50:17
4166,a5,2013-04-19 03:41:48
4166,a6,2013-05-02 06:40:31
4167,a2,2013-07-09 19:40:26
4167,a1,2013-06-11 22:17:04
4167,a9,2013-06-02 05:53:21
4167,a5,2013-04-18 06:55:31
4167,a2,2013-05-11 22:05:09
4167,a2,2013-05-08 11:05:41
4167,a6,2013-07-10 16:48:40
4167,a6,2013-05-26 14:06:09
4167,a2,2013-06-11 20:36:38
4167,a4,2013-05-23 00:02:49
4168,a9,2013-07-02 13:19:33
4168,a9,2013-06-06 04:18:01
4168,a1,2013-07-14 07:05:48
4168,a1,2013-05-29 04:02:18
4168,a9,2013-05-12 12:31:04
4168,a3,2013-05-14 15:25:47
4168,a7,2013-05-12 20:07:30
4168,a5,2013-04-24 01:43:23
4168,a8,2013-05-04 23:42:45
4168,a3,2013-05-06 19:10:35
4169,a9,2013-06-19 08:46:41
4169,a2,2013-06-24 10:42:17
4169,a8,2013-05-17 10:07:16
4169,a4,2013-07-03 17:07:58
4169,a9,2013-06-12 07:15:39
4169,a6,2013-06-09 14:11:04
4169,a6,2013-05-07 11:54:24
4169,a7,2013-05-21 18:18:14
4169,a2,2013-05-09 14:45:03
4169,a7,2013-04-24 18:56:52
4170,a4,2013-06-18 14:17:11
4170,a5,2013-05-06 21:07:40
4170,a5,2013-06-20 18:43:47
4170,a1,2013-06-15 20:27:13
4170,a8,2013-04-16 16:35:07
4170,a1,2013-07-12 02:05:08
4170,a8,2013-06-12 06:15:08
4170,a1,2013-04-20 20:07:01
4170,a4,2013-05-29 23:44:00
4170,a4,2013-04-27 13:31:19
4171,a8,2013-05-08 11:13:45
4171,a4,2013-06-14 23:04:22
4171,a7,2013-05-09 23:42:10
4171,a5,2013-05-11 04:48:58
4171,a2,2013-04-28 07:45:57
4171,a4,2013-04-27 21:08:01
4171,a6,2013-05-17 05:59:44
4171,a2,2013-04-21 15:16:53
4171,a1,2013-05-09 11:27:04
4171,a2,2013-07-11 08:36:21
4172,a8,2013-06-18 08:36:26
4172,a7,2013-07-06 06:31:04
4172,a8,2013-07-12 03:10:57
4172,a9,2013-06-03 23:04:09
4172,a8,2013-07-02 00:26:50
4172,a4,2013-06-18 16:18:43
4172,a3,2013-06-12 02:48:24
4172,a7,2013-06-28 15:47:06
4172,a2,2013-07-01 08:30:45
4172,a8,2013-05-24 07:18:31
4173,a1,2013-06-07 01:05:07
4173,a5,2013-04-29 00:38:59
4173,a2,2013-04-23 18:27:56
4173,a1,2013-06-24 15:52:10
4173,a7,2013-07-12 02:25:33
4173,a4,2013-07-07 05:45:29
4173,a5,2013-07-03 23:16:14
4173,a3,2013-07-06 13:24:04
4173,a5,2013-06-15 11:07:27
4173,a1,2013-05-18 04:44:55
4174,a4,2013-05-07 23:39:29
4174,a5,2013-05-10 08:59:35
4174,a6,2013-04-25 04:31:42
4174,a7,2013-06-17 13:55:28
4174,a2,2013-06-14 00:49:24
4174,a6,2013-05-06 00:46:40
4174,a5,2013-05-26 11:51:23
4174,a5,2013-04-25 18:46:33
4174,a1,2013-05-07 18:53:13
4174,a7,2013-07-10 23:45:05
4175,a3,2013-06-02 17:14:44
4175,a8,2013-05-15 21:18:40
4175,a2,2013-07-11 22:38:33
4175,a5,2013-04-18 13:12:14
4175,a3,2013-05-05 12:18:34
